studiengang,hochschule,modul_id,modulname,satz_nr,satz
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1142,Technische Thermodynamik,3,können die Grundprinzipien von thermodynamischen Kreisprozessen erläutern.
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1142,Technische Thermodynamik,4,"führen durch systematisches Vorgehen komplexe Zustands- und Prozess-Berechnungen durch,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1142,Technische Thermodynamik,5,"erstellen Energiebilanzen für geschlossene und offene Systeme,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1142,Technische Thermodynamik,6,"unterscheiden mithilfe der Zustandsgröße Entropie zwischen möglichen und unmöglichen Prozessen,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1142,Technische Thermodynamik,7,"analysieren Vorgänge in realen technischen Apparaten und Anlagen,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1142,Technische Thermodynamik,8,simulieren technische Vorgänge durch Anwendung der Beziehungen und Methoden der Thermodynamik.
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1142,Technische Thermodynamik,9,"Die Studierenden können in Gruppen kooperativ und effektiv Lösungen für Problemstellungen entwickeln,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1142,Technische Thermodynamik,10,ihren Standpunkt in Diskussionen argumentativ sachlich vertreten.
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1142,Technische Thermodynamik,11,"Die Studierenden können eigene Wissenslücken erkennen und schließen,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1142,Technische Thermodynamik,12,"ihren Lernfortschritt reflektieren,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1142,Technische Thermodynamik,13,ihren Lernprozess den individuellen Ressourcen entsprechend sinnvoll planen und strukturieren.
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1211,Einführung in die Elektrotechnik 1,1,ermitteln in Schaltungen mit Kondensatoren und Spulen die Zusammenhänge zwischen Strom und Spannung bzw. deren zeitlicher Änderungen und analysieren das transiente Verhalten der Schaltung
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1211,Einführung in die Elektrotechnik 1,2,unterscheiden die Grundbegriffe der Wechselstromtechnik und können charakteristische Größen aus gegebenen Signalverläufen ermitteln
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1211,Einführung in die Elektrotechnik 1,3,"wenden die grundlegenden Gleichungen der Elektrotechnik an, um elektrische Größen in linearen Gleichstromnetzen analytisch zu berechnen"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1211,Einführung in die Elektrotechnik 1,4,berechnen Kapazitäten und Induktivitäten von Anordnungen bzw. legen diese anhand der geforderten Parameter aus
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1211,Einführung in die Elektrotechnik 1,5,wenden die komplexe Wechselstromrechnung einschließlich zugehöriger Zeigerdiagramme zur Analyse von Wechselstromnetzen im eingeschwungenen Zustand an
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1211,Einführung in die Elektrotechnik 1,6,"analysieren die Funktionsweise grundlegender Wechselstromschaltungen und legen diese zur Erzielung vorgegebener Eigenschaften (z.B. Effektivwerte oder Phasenwinkel von Strom und Spannung, Wirk- / Schein- / Blindleistungsbedarf) aus"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1211,Einführung in die Elektrotechnik 1,7,sind sich der technischen Bedeutung der sinusförmigen Wechselgrößen bewusst
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1211,Einführung in die Elektrotechnik 1,8,unterscheiden die verschiedenen physikalischen Größen der Elektrotechnik und deren Einheiten
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1211,Einführung in die Elektrotechnik 1,9,lösen Gleichungen mit einer Variablen sowie lineare Gleichungssysteme und lineare Differenzialgleichungen erster Ordnung
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1211,Einführung in die Elektrotechnik 1,10,verwenden komplexe Zahlen zur Darstellung und Berechnung sinusförmiger Größen
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1211,Einführung in die Elektrotechnik 1,11,gebrauchen eine Software für numerische Mathematik zum Lösen von Gleichungssystemen und Darstellen von Funktionsverläufen
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1211,Einführung in die Elektrotechnik 1,12,erarbeiten und diskutieren Lösungen zu Aufgabenstellungen in Kleingruppen
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1211,Einführung in die Elektrotechnik 1,13,fassen wesentliche Ergebnisse zusammen und erläutern diese in einem Kurzvortrag
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1211,Einführung in die Elektrotechnik 1,14,"Die Studierenden können eigene Wissenslücken erkennen und schließen,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1211,Einführung in die Elektrotechnik 1,15,ihren Lernfortschritt reflektieren.
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1212,Informatik 1,1,"kennen den Aufbau und die Formulierung von funktionalen Programmeinheiten,,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1212,Informatik 1,2,"kennen die strukturierte Interaktion zwischen Programmeinheiten,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1212,Informatik 1,3,"können Zahlenformate darstellen,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1212,Informatik 1,4,"sind in der Lage, funktionale Programmeinheiten basierend auf zu implementierenden Aufgabenstellungen zu erstellen, beherrschen den Umgang mit einer integrierten Entwicklungsumgebung."
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1212,Informatik 1,5,"Algorithmen in Form von Struktogrammen formulieren und Struktogramme „lesen“,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1212,Informatik 1,6,"Die Studierenden können wichtige Programmierwerkzeuge wie Debugger, Compiler und Linker bedienen,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1212,Informatik 1,7,"computerrelevante Zahlensysteme darstellen und handhaben,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1212,Informatik 1,8,einfache Aufgaben in der Programmiersprache „C“ programmieren.
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1212,Informatik 1,9,Programmieraufgaben in Gruppenarbeit lösen.
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1212,Informatik 1,10,"Die Studierenden können ihre persönliche Programmierkompetenz einschätzen und eigene Lernstrategien anwenden, um ihre Lösungskompetenz für Programmieraufgaben zu verbessern."
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1221,Einführung in die Elektrotechnik 2,1,"Die Studierenden können die Funktion und Anwendung grundlegender aktiver, digital gesteuerter Bauteile der Elektrotechnik beschreiben,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1221,Einführung in die Elektrotechnik 2,2,"den Begriff von Leistung in der Gleichstrom- und Wechselstromtechnik verstehen,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1221,Einführung in die Elektrotechnik 2,3,"typischen, digitalen Problemstellungen Komponenten zuordnen,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1221,Einführung in die Elektrotechnik 2,4,einfache Logikverknüpfungen entwerfen.
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1221,Einführung in die Elektrotechnik 2,5,"Leistung, Wirkungsgrad und Leistungsfaktor bei Schaltungen bestimmen,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1221,Einführung in die Elektrotechnik 2,6,Die Studierenden können einfache digitale Schaltungen mit aktiven Komponenten der Elektrotechnik berechnen und analysieren.
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1221,Einführung in die Elektrotechnik 2,7,"Die Studierenden können in kleinen Gruppe effektiv zusammenarbeiten,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1221,Einführung in die Elektrotechnik 2,8,Konflikte in einer Arbeitsgruppe selbständig erkennen und lösen.
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1221,Einführung in die Elektrotechnik 2,9,"Die Studierenden können ihren Lernfortschritt reflektieren und geeignete Maßnahmen ergreifen, um das Lernziel zu erreichen."
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1222,Informatik 2,1,"kennen die Bedeutung von struct, typedef, union und enum,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1222,Informatik 2,2,"kennen dynamische Speicherverwaltung mit malloc, calloc, ralloc, free, einfach und zweifach verkettete Listen,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1222,Informatik 2,3,"können strukturierte Datentypen deklarieren und Datentypen für verkettete Listen definieren,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1222,Informatik 2,4,"erlangen Fertigkeiten zum Öffnen und Schließen von Dateien sowie zum Schreiben in und Lesen aus Dateien,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1222,Informatik 2,5,kennen den Aufbau von CSV-Dateien.
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1222,Informatik 2,6,"verwenden verkettete Listen zur Speicherung von Daten, typedef und enum,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1222,Informatik 2,7,"können komplexere Programme in ANSI-C erstellen und übersetzen, können geeignete Datenstrukturen für eine Aufgabenstellung auswählen und in ein ANSI-C-Programm implementieren."
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1222,Informatik 2,8,Die Studierenden können komplexere Programme in Aufgabenpakete zerlegen und als Gruppenarbeit erstellen.
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1222,Informatik 2,9,"Die Studierenden können ihre persönliche Programmierkompetenz einschätzen und eigene Lernstrategien anwenden, um ihre Lösungskompetenz für Programmieraufgaben zu verbessern."
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1223,Elektrotechnik Labor,1,"lernen an ausgewählten Beispielen alle relevanten Bereiche der Elektrotechnik in der Praxis kennen,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1223,Elektrotechnik Labor,2,können reale Schaltungen und Systeme aufbauen.
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1223,Elektrotechnik Labor,3,"können die zugehörigen Mess- und Analysemethoden anwenden,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1223,Elektrotechnik Labor,4,können reale Schaltungen und Systeme analysieren
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1223,Elektrotechnik Labor,5,"können in Gruppen kooperativ und effektiv Lösungen für die gestellten Aufgaben entwickeln,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1223,Elektrotechnik Labor,6,"nehmen aktiv am Lernen teil,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1223,Elektrotechnik Labor,7,stellen ihre Standpunkte und Interessen sachlich dar.
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1223,Elektrotechnik Labor,8,"Die Studierenden können eigenständig und verantwortlich handeln,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1223,Elektrotechnik Labor,9,"ihr eigenes Handeln und das der anderen Gruppenteilnehmer reflektieren,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1223,Elektrotechnik Labor,10,die eigene Handlungsfähigkeit weiterentwickeln.
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1231,Regelungstechnik für WI,1,"Steuerung und Regelung unterscheiden und die jeweiligen Vor- und Nachteile benennen,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1231,Regelungstechnik für WI,2,"Die Studierenden können mathematische Werkzeuge zur Systembeschreibung gezielt einsetzen,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1231,Regelungstechnik für WI,3,"das Verhalten dynamischer Systeme in Zeit- und Frequenzbereich darstellen und interpretieren,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1231,Regelungstechnik für WI,4,"Regelkreise aus linear-zeitinvarianten Teilsystemen im Zeit- und Frequenzbereich analysieren,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1231,Regelungstechnik für WI,5,"Systemstabilität analysieren,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1231,Regelungstechnik für WI,6,PID- und einfache Zustandsregler auslegen und optimieren.
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1231,Regelungstechnik für WI,7,"Die Studierenden können interdisziplinäre Ansätze zur Modellbildung technischer Systeme verstehen und anwenden,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1231,Regelungstechnik für WI,8,"die Struktur eines Regelkreises analysieren und deuten,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1231,Regelungstechnik für WI,9,"verschiedene Systemdarstellungen interpretieren und ineinander umwandeln,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1231,Regelungstechnik für WI,10,"wichtige Regelungsansä¤tze hinsichtlich ihrer Eignung für ein gegebenes Problem beurteilen, das Verhalten des Gesamtregelsystems im Hinblick auf vorgegebene Ziele optimieren."
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1231,Regelungstechnik für WI,11,"Die Studierenden können in kleinen Gruppen interdisziplinär orientiertenfachspezifische Fragen gemeinsam bearbeiten und ihre Reglerentwürfe testen und bewerten,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1231,Regelungstechnik für WI,12,"ihren Standpunkt in Diskussionen argumentativ sachlich vertreten,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1231,Regelungstechnik für WI,13,das eigene Kooperationsverhalten in Gruppen reflektieren und erweitern.
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1231,Regelungstechnik für WI,14,"Die Studierenden können eine regelungstechnische Problemstellung erkennen,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1231,Regelungstechnik für WI,15,"die regelungstechnischen Teilaufgaben in einem Entwicklungsprozess identifizieren,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1231,Regelungstechnik für WI,16,"einzeln und in Kleingruppen praktische regelungstechnische Problemstellungen selbstständig bearbeiten,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1231,Regelungstechnik für WI,17,"ihre persönlichen Ressourcen reflektieren und Ziele für die eigene Entwicklung definieren,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1231,Regelungstechnik für WI,18,"ihren Lernprozess den individuellen Ressourcen entsprechend sinnvoll planen und strukturieren,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1231,Regelungstechnik für WI,19,ihren Lernfortschritt reflektieren und ihr Lernverhalten ggf. (methodisch/zeitlich) anpassen.
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1283,Elektronische Energieumformung,1,"unterscheiden die grundlegenden Eigenschaften leistungselektronischer Bauelemente hinsichtlich Ansteuerung und Verlustmechanismen sowie Einsatzbereichen und –grenzen,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1283,Elektronische Energieumformung,2,"legen Bauteilparameter nach vorgegebenen Kriterien aus, erklären die Notwendigkeit des Schaltbetriebs in der Leistungselektronik, wählen für einen Einsatzzweck die geeignete Schaltung, modifizieren die behandelten Schaltungen zur Anpassung auf den Anwendungsfall, kombinieren mehrere Schaltungsteile zur Umsetzung der Anwendungsaufgabe, analysieren das Verhalten der behandelten Schaltungen insbesondere in Bezug auf Einsatzzweck Stromwelligkeit, Oberschwingungen und Verluste."
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1283,Elektronische Energieumformung,3,"ermitteln Zeitverläufe von Strömen und Spannungen in leistungselektronischen Schaltungen und stellen diese fachgerecht dar,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1283,Elektronische Energieumformung,4,gebrauchen eine Simulationssoftware für numerische Mathematik sowie zur Schaltungssimulation.
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1283,Elektronische Energieumformung,5,"erarbeiten und diskutieren in zufällig zusammengesetzten Kleingruppen Lösungen zu vorgegebenen Aufgabenstellungen,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1283,Elektronische Energieumformung,6,"fassen wesentliche Ergebnisse gemeinsam zusammen und erläutern bzw. vertreten diese in Kurzvorträgen,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1283,Elektronische Energieumformung,7,geben Mitstudierenden Rückmeldung und Verbesserungsvorschläge zu eingereichten Übungsaufgaben.
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1283,Elektronische Energieumformung,8,"planen und überprüfen selbstständig die Vorbereitung auf die Veranstaltungseinheiten anhand der bereitgestellten Materialien und erscheinen vorbereitet zum Präsenzunterricht,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1283,Elektronische Energieumformung,9,reflektieren aufgrund von Kurztests und Rückmeldung von Mitstudierenden und Lehrenden kontinuierlich ihren persönlichen Lernfortschritt und passen ihr Lernverhalten ggf. an.
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1241,Projekt Elektrotechnik Project Electrical Engineering,1,"Die Problemstellungen können als Gruppenarbeit mit maximal zwei Studierenden bearbeitet werden Erstellung strukturierter, verständlicher und nachvollziehbarer Dokumentation des Lösungsweges und der Ergebnisse in englischer Sprache Analyse und Bewertung von wissenschaftlichen Veröffentlichungen"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1241,Projekt Elektrotechnik Project Electrical Engineering,2,"Die Studierenden können technische Problemstellungen aufnehmen und analysieren,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1241,Projekt Elektrotechnik Project Electrical Engineering,3,"erworbene fachliche Kompetenzen zielgerichtet einsetzen,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1241,Projekt Elektrotechnik Project Electrical Engineering,4,"sich notwendige, aber fehlende Kompetenzen selbständig aneignen."
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1241,Projekt Elektrotechnik Project Electrical Engineering,5,"Die Studierenden können für gegebene Problemstellungen Lösungsoptionen entwickeln,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1241,Projekt Elektrotechnik Project Electrical Engineering,6,"aus mehreren Lösungsoptionen die geeignetste auswählen,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1241,Projekt Elektrotechnik Project Electrical Engineering,7,"die Umsetzung einer Lösung planen und realisieren,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1241,Projekt Elektrotechnik Project Electrical Engineering,8,"den Fortschritt der Arbeit überwachen und reflektieren,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1241,Projekt Elektrotechnik Project Electrical Engineering,9,über ihre Arbeit mündlich und schriftlich berichten.
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1241,Projekt Elektrotechnik Project Electrical Engineering,10,"Die Studierenden können effizient und effektiv mit Kommilitonen und Kommilitoninnen zusammenarbeiten,"
